id|vocabulary_code|LABEL
MSH/D000074642|MSH/D000074642|UmlsVocabulary
MTH/U002913|MTH/U002913|UmlsVocabulary
MTH/U000314|MTH/U000314|UmlsVocabulary
ICD9CM/85.86|ICD9CM/85.86|UmlsVocabulary
ICD9CM/55.11|ICD9CM/55.11|UmlsVocabulary
MSH/D000074643|MSH/D000074643|UmlsVocabulary
ICD9CM/11.31|ICD9CM/11.31|UmlsVocabulary
FMA/18104|FMA/18104|UmlsVocabulary
FMA/66610|FMA/66610|UmlsVocabulary
NCI/C12885|NCI/C12885|UmlsVocabulary
NCI/C162125|NCI/C162125|UmlsVocabulary
FMA/15575|FMA/15575|UmlsVocabulary
MSH/D007682|MSH/D007682|UmlsVocabulary
MTH/U003100|MTH/U003100|UmlsVocabulary
NCI/C12887|NCI/C12887|UmlsVocabulary
FMA/15613|FMA/15613|UmlsVocabulary
FMA/76506|FMA/76506|UmlsVocabulary
FMA/15614|FMA/15614|UmlsVocabulary
FMA/76507|FMA/76507|UmlsVocabulary
MSH/C000677179|MSH/C000677179|UmlsVocabulary
NCBI/5078|NCBI/5078|UmlsVocabulary
MSH/C095495|MSH/C095495|UmlsVocabulary
NCI/C25313|NCI/C25313|UmlsVocabulary
MSH/D000714|MSH/D000714|UmlsVocabulary
NCI/C15609|NCI/C15609|UmlsVocabulary
FMA/10429|FMA/10429|UmlsVocabulary
FMA/299989|FMA/299989|UmlsVocabulary
LNC/LP208113-3|LNC/LP208113-3|UmlsVocabulary
LNC/LP208114-1|LNC/LP208114-1|UmlsVocabulary
LNC/LP6993-2|LNC/LP6993-2|UmlsVocabulary
LNC/MTHU003020|LNC/MTHU003020|UmlsVocabulary
LNC/MTHU052056|LNC/MTHU052056|UmlsVocabulary
MSH/D034861|MSH/D034861|UmlsVocabulary
NCI/C77608|NCI/C77608|UmlsVocabulary
LNC/LP200180-0|LNC/LP200180-0|UmlsVocabulary
LNC/LP29733-0|LNC/LP29733-0|UmlsVocabulary
LNC/MTHU049872|LNC/MTHU049872|UmlsVocabulary
FMA/66266|FMA/66266|UmlsVocabulary
HPO/HP:0100581|HPO/HP:0100581|UmlsVocabulary
OMIM/MTHU012060|OMIM/MTHU012060|UmlsVocabulary
OMIM/MTHU071599|OMIM/MTHU071599|UmlsVocabulary
NCI/C17630|NCI/C17630|UmlsVocabulary
MSH/D048228|MSH/D048228|UmlsVocabulary
MSH/C000673880|MSH/C000673880|UmlsVocabulary
NCBI/253304|NCBI/253304|UmlsVocabulary
MSH/C100832|MSH/C100832|UmlsVocabulary
VANDF/4024374|VANDF/4024374|UmlsVocabulary
NCI/C54419|NCI/C54419|UmlsVocabulary
GO/GO:0032198|GO/GO:0032198|UmlsVocabulary
HPO/HP:0004742|HPO/HP:0004742|UmlsVocabulary
OMIM/MTHU018186|OMIM/MTHU018186|UmlsVocabulary
OMIM/MTHU019195|OMIM/MTHU019195|UmlsVocabulary
HPO/HP:0000081|HPO/HP:0000081|UmlsVocabulary
OMIM/MTHU004828|OMIM/MTHU004828|UmlsVocabulary
OMIM/MTHU008667|OMIM/MTHU008667|UmlsVocabulary
VANDF/4024960|VANDF/4024960|UmlsVocabulary
VANDF/4024274|VANDF/4024274|UmlsVocabulary
ICD9CM/17.4|ICD9CM/17.4|UmlsVocabulary
NCI/C79080|NCI/C79080|UmlsVocabulary
FMA/265239|FMA/265239|UmlsVocabulary
NCI/C94952|NCI/C94952|UmlsVocabulary
NCI/C100080|NCI/C100080|UmlsVocabulary
MSH/D065287|MSH/D065287|UmlsVocabulary
NCI/C140885|NCI/C140885|UmlsVocabulary
NCI/C116498|NCI/C116498|UmlsVocabulary
LNC/LA21636-8|LNC/LA21636-8|UmlsVocabulary
LNC/LA21707-7|LNC/LA21707-7|UmlsVocabulary
MSH/D000067190|MSH/D000067190|UmlsVocabulary
LNC/LP206690-2|LNC/LP206690-2|UmlsVocabulary
LNC/LP248523-5|LNC/LP248523-5|UmlsVocabulary
LNC/MTHU051925|LNC/MTHU051925|UmlsVocabulary
LNC/MTHU055546|LNC/MTHU055546|UmlsVocabulary
LNC/LP248599-5|LNC/LP248599-5|UmlsVocabulary
LNC/MTHU055565|LNC/MTHU055565|UmlsVocabulary
NCI/C139570|NCI/C139570|UmlsVocabulary
MSH/C000693003|MSH/C000693003|UmlsVocabulary
NCBI/2036939|NCBI/2036939|UmlsVocabulary
NCI/C155289|NCI/C155289|UmlsVocabulary
NCI/C173639|NCI/C173639|UmlsVocabulary
MSH/C000696566|MSH/C000696566|UmlsVocabulary
VANDF/4040097|VANDF/4040097|UmlsVocabulary
NCBI/2800936|NCBI/2800936|UmlsVocabulary
MSH/D001761|MSH/D001761|UmlsVocabulary
NCI/C312|NCI/C312|UmlsVocabulary
RXNORM/1621|RXNORM/1621|UmlsVocabulary
VANDF/4018135|VANDF/4018135|UmlsVocabulary
MEDLINEPLUS/2780|MEDLINEPLUS/2780|UmlsVocabulary
MSH/D002136|MSH/D002136|UmlsVocabulary
NCI/C68241|NCI/C68241|UmlsVocabulary
MSH/D006013|MSH/D006013|UmlsVocabulary
NCI/C126875|NCI/C126875|UmlsVocabulary
OMIM/232700|OMIM/232700|UmlsVocabulary
OMIM/613741|OMIM/613741|UmlsVocabulary
OMIM/MTHU012630|OMIM/MTHU012630|UmlsVocabulary
LNC/LP14343-5|LNC/LP14343-5|UmlsVocabulary
LNC/MTHU002163|LNC/MTHU002163|UmlsVocabulary
MSH/D008274|MSH/D008274|UmlsVocabulary
NCI/C29239|NCI/C29239|UmlsVocabulary
RXNORM/6574|RXNORM/6574|UmlsVocabulary
VANDF/4017660|VANDF/4017660|UmlsVocabulary
MSH/D014751|MSH/D014751|UmlsVocabulary
NCI/C935|NCI/C935|UmlsVocabulary
RXNORM/11205|RXNORM/11205|UmlsVocabulary
VANDF/4025283|VANDF/4025283|UmlsVocabulary
LNC/LA31808-1|LNC/LA31808-1|UmlsVocabulary
LNC/LP31703-9|LNC/LP31703-9|UmlsVocabulary
MEDLINEPLUS/5376|MEDLINEPLUS/5376|UmlsVocabulary
MSH/D014803|MSH/D014803|UmlsVocabulary
NCI/C940|NCI/C940|UmlsVocabulary
RXNORM/11251|RXNORM/11251|UmlsVocabulary
VANDF/4021074|VANDF/4021074|UmlsVocabulary
MSH/C014873|MSH/C014873|UmlsVocabulary
RXNORM/38802|RXNORM/38802|UmlsVocabulary
VANDF/4017500|VANDF/4017500|UmlsVocabulary
ICD9CM/305.0|ICD9CM/305.0|UmlsVocabulary
ICD9CM/305.00|ICD9CM/305.00|UmlsVocabulary
LNC/LP36309-0|LNC/LP36309-0|UmlsVocabulary
LNC/MTHU019366|LNC/MTHU019366|UmlsVocabulary
NCI/C20701|NCI/C20701|UmlsVocabulary
MSH/D000088686|MSH/D000088686|UmlsVocabulary
LNC/LP267477-0|LNC/LP267477-0|UmlsVocabulary
NCI/C3835|NCI/C3835|UmlsVocabulary
OMIM/MTHU058048|OMIM/MTHU058048|UmlsVocabulary
MSH/D057545|MSH/D057545|UmlsVocabulary
MSH/D000077334|MSH/D000077334|UmlsVocabulary
NCI/C29553|NCI/C29553|UmlsVocabulary
RXNORM/131725|RXNORM/131725|UmlsVocabulary
OMIM/MTHU009906|OMIM/MTHU009906|UmlsVocabulary
MSH/C014238|MSH/C014238|UmlsVocabulary
MSH/D064750|MSH/D064750|UmlsVocabulary
NCI/C80692|NCI/C80692|UmlsVocabulary
RXNORM/261440|RXNORM/261440|UmlsVocabulary
FMA/76554|FMA/76554|UmlsVocabulary
HPO/HP:0002172|HPO/HP:0002172|UmlsVocabulary
OMIM/MTHU036265|OMIM/MTHU036265|UmlsVocabulary
NCI/C19747|NCI/C19747|UmlsVocabulary
NCI/C44465|NCI/C44465|UmlsVocabulary
OMIM/MTHU008340|OMIM/MTHU008340|UmlsVocabulary
OMIM/MTHU009024|OMIM/MTHU009024|UmlsVocabulary
HPO/HP:0003016|HPO/HP:0003016|UmlsVocabulary
NCI/C98274|NCI/C98274|UmlsVocabulary
OMIM/MTHU008519|OMIM/MTHU008519|UmlsVocabulary
OMIM/MTHU009295|OMIM/MTHU009295|UmlsVocabulary
OMIM/MTHU011620|OMIM/MTHU011620|UmlsVocabulary
HPO/HP:0000337|HPO/HP:0000337|UmlsVocabulary
OMIM/MTHU009346|OMIM/MTHU009346|UmlsVocabulary
OMIM/MTHU011786|OMIM/MTHU011786|UmlsVocabulary
HPO/HP:0006009|HPO/HP:0006009|UmlsVocabulary
OMIM/MTHU002337|OMIM/MTHU002337|UmlsVocabulary
OMIM/MTHU011550|OMIM/MTHU011550|UmlsVocabulary
OMIM/MTHU011557|OMIM/MTHU011557|UmlsVocabulary
NCI/C68507|NCI/C68507|UmlsVocabulary
ICD9CM/996.43|ICD9CM/996.43|UmlsVocabulary
RXNORM/865575|RXNORM/865575|UmlsVocabulary
RXNORM/1372696|RXNORM/1372696|UmlsVocabulary
VANDF/4021888|VANDF/4021888|UmlsVocabulary
VANDF/4021716|VANDF/4021716|UmlsVocabulary
HPO/HP:0045037|HPO/HP:0045037|UmlsVocabulary
OMIM/MTHU071126|OMIM/MTHU071126|UmlsVocabulary
MSH/D000608|MSH/D000608|UmlsVocabulary
HPO/HP:0005584|HPO/HP:0005584|UmlsVocabulary
MSH/D002292|MSH/D002292|UmlsVocabulary
NCI/C9385|NCI/C9385|UmlsVocabulary
OMIM/144700|OMIM/144700|UmlsVocabulary
OMIM/MTHU015155|OMIM/MTHU015155|UmlsVocabulary
OMIM/MTHU067045|OMIM/MTHU067045|UmlsVocabulary
LNC/LP18047-8|LNC/LP18047-8|UmlsVocabulary
LNC/LP208896-3|LNC/LP208896-3|UmlsVocabulary
LNC/MTHU003217|LNC/MTHU003217|UmlsVocabulary
MSH/D004232|MSH/D004232|UmlsVocabulary
NCI/C448|NCI/C448|UmlsVocabulary
VANDF/4021572|VANDF/4021572|UmlsVocabulary
ICD9CM/99.01|ICD9CM/99.01|UmlsVocabulary
MSH/D005078|MSH/D005078|UmlsVocabulary
NCI/C173284|NCI/C173284|UmlsVocabulary
ICD9CM/271.4|ICD9CM/271.4|UmlsVocabulary
MSH/D006030|MSH/D006030|UmlsVocabulary
OMIM/182381|OMIM/182381|UmlsVocabulary
OMIM/233100|OMIM/233100|UmlsVocabulary
ICD9CM/39.95|ICD9CM/39.95|UmlsVocabulary
LNC/LA30288-7|LNC/LA30288-7|UmlsVocabulary
LNC/LA9975-9|LNC/LA9975-9|UmlsVocabulary
LNC/LP149600-1|LNC/LP149600-1|UmlsVocabulary
LNC/LP173518-4|LNC/LP173518-4|UmlsVocabulary
MSH/D006435|MSH/D006435|UmlsVocabulary
NCI/C15248|NCI/C15248|UmlsVocabulary
MSH/D006977|MSH/D006977|UmlsVocabulary
NCI/C3121|NCI/C3121|UmlsVocabulary
OMIM/MTHU012122|OMIM/MTHU012122|UmlsVocabulary
LNC/LP14686-7|LNC/LP14686-7|UmlsVocabulary
LNC/MTHU012696|LNC/MTHU012696|UmlsVocabulary
MSH/D009211|MSH/D009211|UmlsVocabulary
MTH/U002095|MTH/U002095|UmlsVocabulary
HPO/HP:0002913|HPO/HP:0002913|UmlsVocabulary
ICD9CM/791.3|ICD9CM/791.3|UmlsVocabulary
MSH/D009212|MSH/D009212|UmlsVocabulary
NCI/C114705|NCI/C114705|UmlsVocabulary
OMIM/MTHU036870|OMIM/MTHU036870|UmlsVocabulary
HPO/HP:0100520|HPO/HP:0100520|UmlsVocabulary
LNC/LA25321-3|LNC/LA25321-3|UmlsVocabulary
MSH/D009846|MSH/D009846|UmlsVocabulary
NCI/C114698|NCI/C114698|UmlsVocabulary
LNC/LP250916-6|LNC/LP250916-6|UmlsVocabulary
LNC/MTHU014112|LNC/MTHU014112|UmlsVocabulary
MSH/D010758|MSH/D010758|UmlsVocabulary
NCI/C28375|NCI/C28375|UmlsVocabulary
NCI/C47934|NCI/C47934|UmlsVocabulary
RXNORM/8263|RXNORM/8263|UmlsVocabulary
VANDF/4017689|VANDF/4017689|UmlsVocabulary
MSH/D010951|MSH/D010951|UmlsVocabulary
ICD9CM/99.71|ICD9CM/99.71|UmlsVocabulary
MSH/D010956|MSH/D010956|UmlsVocabulary
NCI/C15304|NCI/C15304|UmlsVocabulary
LNC/LA21538-6|LNC/LA21538-6|UmlsVocabulary
MSH/D012151|MSH/D012151|UmlsVocabulary
NCI/C50822|NCI/C50822|UmlsVocabulary
HPO/HP:0003201|HPO/HP:0003201|UmlsVocabulary
ICD9CM/728.88|ICD9CM/728.88|UmlsVocabulary
MSH/D012206|MSH/D012206|UmlsVocabulary
NCI/C118318|NCI/C118318|UmlsVocabulary
OMIM/MTHU036873|OMIM/MTHU036873|UmlsVocabulary
ICD9CM/785.52|ICD9CM/785.52|UmlsVocabulary
MSH/D012772|MSH/D012772|UmlsVocabulary
NCI/C35018|NCI/C35018|UmlsVocabulary
FMA/7196|FMA/7196|UmlsVocabulary
LNC/LA26010-1|LNC/LA26010-1|UmlsVocabulary
LNC/LP199947-5|LNC/LP199947-5|UmlsVocabulary
LNC/LP30311-2|LNC/LP30311-2|UmlsVocabulary
LNC/MTHU012104|LNC/MTHU012104|UmlsVocabulary
MSH/D013154|MSH/D013154|UmlsVocabulary
MTH/U002266|MTH/U002266|UmlsVocabulary
NCI/C12432|NCI/C12432|UmlsVocabulary
OMIM/MTHU000222|OMIM/MTHU000222|UmlsVocabulary
LNC/LP101133-9|LNC/LP101133-9|UmlsVocabulary
LNC/MTHU036183|LNC/MTHU036183|UmlsVocabulary
MSH/C041226|MSH/C041226|UmlsVocabulary
NCI/C61964|NCI/C61964|UmlsVocabulary
RXNORM/37798|RXNORM/37798|UmlsVocabulary
VANDF/4019940|VANDF/4019940|UmlsVocabulary
NCI/C92791|NCI/C92791|UmlsVocabulary
MSH/D012121|MSH/D012121|UmlsVocabulary
NCI/C70909|NCI/C70909|UmlsVocabulary
LNC/LP207147-2|LNC/LP207147-2|UmlsVocabulary
LNC/LP33459-6|LNC/LP33459-6|UmlsVocabulary
LNC/LP266860-8|LNC/LP266860-8|UmlsVocabulary
LNC/LP31398-8|LNC/LP31398-8|UmlsVocabulary
NCI/C164220|NCI/C164220|UmlsVocabulary
LNC/LA25245-4|LNC/LA25245-4|UmlsVocabulary
OMIM/MTHU026514|OMIM/MTHU026514|UmlsVocabulary
ICD9CM/995.9|ICD9CM/995.9|UmlsVocabulary
ICD9CM/995.90|ICD9CM/995.90|UmlsVocabulary
MSH/D018746|MSH/D018746|UmlsVocabulary
NCI/C94832|NCI/C94832|UmlsVocabulary
NCI/C137947|NCI/C137947|UmlsVocabulary
HPO/HP:0011106|HPO/HP:0011106|UmlsVocabulary
ICD9CM/276.5|ICD9CM/276.5|UmlsVocabulary
ICD9CM/276.50|ICD9CM/276.50|UmlsVocabulary
ICD9CM/276.52|ICD9CM/276.52|UmlsVocabulary
LNC/LP74857-1|LNC/LP74857-1|UmlsVocabulary
LNC/MTHU013362|LNC/MTHU013362|UmlsVocabulary
MSH/D020896|MSH/D020896|UmlsVocabulary
NCI/C50595|NCI/C50595|UmlsVocabulary
MSH/C030397|MSH/C030397|UmlsVocabulary
NCI/C47575|NCI/C47575|UmlsVocabulary
HPO/HP:0012418|HPO/HP:0012418|UmlsVocabulary
ICD9CM/799.02|ICD9CM/799.02|UmlsVocabulary
MTH/U000129|MTH/U000129|UmlsVocabulary
MTH/U000186|MTH/U000186|UmlsVocabulary
NCI/C93047|NCI/C93047|UmlsVocabulary
OMIM/MTHU037131|OMIM/MTHU037131|UmlsVocabulary
OMIM/MTHU038721|OMIM/MTHU038721|UmlsVocabulary
MTH/U000029|MTH/U000029|UmlsVocabulary
MTH/U000089|MTH/U000089|UmlsVocabulary
NCI/C61020|NCI/C61020|UmlsVocabulary
ICD9CM/V21.34|ICD9CM/V21.34|UmlsVocabulary
LNC/LP28997-2|LNC/LP28997-2|UmlsVocabulary
LNC/MTHU014499|LNC/MTHU014499|UmlsVocabulary
MSH/D000890|MSH/D000890|UmlsVocabulary
NCI/C94242|NCI/C94242|UmlsVocabulary
VANDF/4021521|VANDF/4021521|UmlsVocabulary
HPO/HP:0002878|HPO/HP:0002878|UmlsVocabulary
LNC/LA27873-1|LNC/LA27873-1|UmlsVocabulary
MEDLINEPLUS/6016|MEDLINEPLUS/6016|UmlsVocabulary
NCI/C26872|NCI/C26872|UmlsVocabulary
OMIM/MTHU000317|OMIM/MTHU000317|UmlsVocabulary
MSH/C107762|MSH/C107762|UmlsVocabulary
NCI/C112141|NCI/C112141|UmlsVocabulary
HGNC/HGNC:6915|HGNC/HGNC:6915|UmlsVocabulary
OMIM/160000|OMIM/160000|UmlsVocabulary
HGNC/HGNC:8971|HGNC/HGNC:8971|UmlsVocabulary
OMIM/603601|OMIM/603601|UmlsVocabulary
MTH/U000309|MTH/U000309|UmlsVocabulary
LNC/LP116862-6|LNC/LP116862-6|UmlsVocabulary
LNC/MTHU038696|LNC/MTHU038696|UmlsVocabulary
LNC/72072-2|LNC/72072-2|UmlsVocabulary
VANDF/4021890|VANDF/4021890|UmlsVocabulary
LNC/LA17242-1|LNC/LA17242-1|UmlsVocabulary
NCI/C50537|NCI/C50537|UmlsVocabulary
LNC/LA16343-8|LNC/LA16343-8|UmlsVocabulary
LNC/LP191629-7|LNC/LP191629-7|UmlsVocabulary
LNC/MTHU048565|LNC/MTHU048565|UmlsVocabulary
LNC/LP206712-4|LNC/LP206712-4|UmlsVocabulary
LNC/MTHU051936|LNC/MTHU051936|UmlsVocabulary
NCI/C143680|NCI/C143680|UmlsVocabulary
NCI/C161588|NCI/C161588|UmlsVocabulary
LNC/LA32147-3|LNC/LA32147-3|UmlsVocabulary
GO/GO:0008015|GO/GO:0008015|UmlsVocabulary
MSH/D001775|MSH/D001775|UmlsVocabulary
NCI/C16353|NCI/C16353|UmlsVocabulary
MSH/D007084|MSH/D007084|UmlsVocabulary
NCI/C12734|NCI/C12734|UmlsVocabulary
ICD9CM/55.6|ICD9CM/55.6|UmlsVocabulary
LNC/LA28296-4|LNC/LA28296-4|UmlsVocabulary
MEDLINEPLUS/1299|MEDLINEPLUS/1299|UmlsVocabulary
MSH/D016030|MSH/D016030|UmlsVocabulary
NCI/C15265|NCI/C15265|UmlsVocabulary
OMIM/MTHU017989|OMIM/MTHU017989|UmlsVocabulary
OMIM/MTHU072028|OMIM/MTHU072028|UmlsVocabulary
LNC/LP263796-7|LNC/LP263796-7|UmlsVocabulary
MSH/D008026|MSH/D008026|UmlsVocabulary
NCI/C15270|NCI/C15270|UmlsVocabulary
FMA/85355|FMA/85355|UmlsVocabulary
LNC/LA9438-8|LNC/LA9438-8|UmlsVocabulary
LNC/LP30530-7|LNC/LP30530-7|UmlsVocabulary
LNC/MTHU015053|LNC/MTHU015053|UmlsVocabulary
MSH/D009092|MSH/D009092|UmlsVocabulary
NCI/C13166|NCI/C13166|UmlsVocabulary
FMA/14334|FMA/14334|UmlsVocabulary
FMA/70899|FMA/70899|UmlsVocabulary
LNC/LP206688-6|LNC/LP206688-6|UmlsVocabulary
LNC/LP30389-8|LNC/LP30389-8|UmlsVocabulary
MSH/D012082|MSH/D012082|UmlsVocabulary
NCI/C33462|NCI/C33462|UmlsVocabulary
FMA/53435|FMA/53435|UmlsVocabulary
NCI/C33870|NCI/C33870|UmlsVocabulary
FMA/74548|FMA/74548|UmlsVocabulary
LNC/LA11877-0|LNC/LA11877-0|UmlsVocabulary
LNC/LA16691-0|LNC/LA16691-0|UmlsVocabulary
NCI/C38166|NCI/C38166|UmlsVocabulary
NCI/C44280|NCI/C44280|UmlsVocabulary
FMA/74549|FMA/74549|UmlsVocabulary
LNC/LA11878-8|LNC/LA11878-8|UmlsVocabulary
LNC/LA16690-2|LNC/LA16690-2|UmlsVocabulary
NCI/C25234|NCI/C25234|UmlsVocabulary
NCI/C37980|NCI/C37980|UmlsVocabulary
FMA/13891|FMA/13891|UmlsVocabulary
MSH/D000071596|MSH/D000071596|UmlsVocabulary
NCI/C32857|NCI/C32857|UmlsVocabulary
FMA/12265|FMA/12265|UmlsVocabulary
FMA/58780|FMA/58780|UmlsVocabulary
FMA/18805|FMA/18805|UmlsVocabulary
NCI/C32558|NCI/C32558|UmlsVocabulary
FMA/317343|FMA/317343|UmlsVocabulary
FMA/57490|FMA/57490|UmlsVocabulary
MSH/D020390|MSH/D020390|UmlsVocabulary
NCI/C94543|NCI/C94543|UmlsVocabulary
FMA/61275|FMA/61275|UmlsVocabulary
NCI/C32723|NCI/C32723|UmlsVocabulary
LNC/LP208662-9|LNC/LP208662-9|UmlsVocabulary
LNC/LP72162-8|LNC/LP72162-8|UmlsVocabulary
MSH/D006650|MSH/D006650|UmlsVocabulary
NCI/C71329|NCI/C71329|UmlsVocabulary
NCI/C63534|NCI/C63534|UmlsVocabulary
FMA/19941|FMA/19941|UmlsVocabulary
LNC/LA23813-1|LNC/LA23813-1|UmlsVocabulary
NCI/C28026|NCI/C28026|UmlsVocabulary
FMA/19922|FMA/19922|UmlsVocabulary
FMA/19923|FMA/19923|UmlsVocabulary
FMA/9587|FMA/9587|UmlsVocabulary
FMA/44033|FMA/44033|UmlsVocabulary
MSH/D011126|MSH/D011126|UmlsVocabulary
FMA/52797|FMA/52797|UmlsVocabulary
FMA/69516|FMA/69516|UmlsVocabulary
LNC/LP21416-0|LNC/LP21416-0|UmlsVocabulary
NCI/C14155|NCI/C14155|UmlsVocabulary
FMA/82493|FMA/82493|UmlsVocabulary
NCI/C12986|NCI/C12986|UmlsVocabulary
NCI/C52669|NCI/C52669|UmlsVocabulary
OMIM/MTHU014912|OMIM/MTHU014912|UmlsVocabulary
VANDF/4017346|VANDF/4017346|UmlsVocabulary
NCI/C68707|NCI/C68707|UmlsVocabulary
MSH/D056146|MSH/D056146|UmlsVocabulary
MSH/D000069590|MSH/D000069590|UmlsVocabulary
NCI/C12319|NCI/C12319|UmlsVocabulary
RXNORM/1426900|RXNORM/1426900|UmlsVocabulary
GO/GO:0097658|GO/GO:0097658|UmlsVocabulary
LNC/LP206687-8|LNC/LP206687-8|UmlsVocabulary
LNC/MTHU051811|LNC/MTHU051811|UmlsVocabulary
LNC/LA32245-5|LNC/LA32245-5|UmlsVocabulary
MSH/D007270|MSH/D007270|UmlsVocabulary
MSH/D014547|MSH/D014547|UmlsVocabulary
NCI/C91841|NCI/C91841|UmlsVocabulary
MSH/C043237|MSH/C043237|UmlsVocabulary
HPO/HP:0010784|HPO/HP:0010784|UmlsVocabulary
ICD9CM/179|ICD9CM/179|UmlsVocabulary
LNC/LA10544-7|LNC/LA10544-7|UmlsVocabulary
MEDLINEPLUS/449|MEDLINEPLUS/449|UmlsVocabulary
MSH/D014594|MSH/D014594|UmlsVocabulary
NCI/C3552|NCI/C3552|UmlsVocabulary
OMIM/MTHU016107|OMIM/MTHU016107|UmlsVocabulary
FMA/44581|FMA/44581|UmlsVocabulary
MSH/D017847|MSH/D017847|UmlsVocabulary
NCI/C33283|NCI/C33283|UmlsVocabulary
MSH/D057072|MSH/D057072|UmlsVocabulary
MTH/U003146|MTH/U003146|UmlsVocabulary
MSH/C095947|MSH/C095947|UmlsVocabulary
NCI/C51780|NCI/C51780|UmlsVocabulary
ICD9CM/87.78|ICD9CM/87.78|UmlsVocabulary
MSH/C037567|MSH/C037567|UmlsVocabulary
NCI/C1018|NCI/C1018|UmlsVocabulary
MSH/C058768|MSH/C058768|UmlsVocabulary
ICD10PCS/DDY48ZZ|ICD10PCS/DDY48ZZ|UmlsVocabulary
NCI/C113684|NCI/C113684|UmlsVocabulary
OMIM/MTHU072224|OMIM/MTHU072224|UmlsVocabulary
MSH/D000029|MSH/D000029|UmlsVocabulary
LNC/LA15390-0|LNC/LA15390-0|UmlsVocabulary
MSH/D000236|MSH/D000236|UmlsVocabulary
NCI/C2855|NCI/C2855|UmlsVocabulary
LNC/LP422513-4|LNC/LP422513-4|UmlsVocabulary
LNC/MTHU065701|LNC/MTHU065701|UmlsVocabulary
LNC/LA7216-0|LNC/LA7216-0|UmlsVocabulary
MTH/U001231|MTH/U001231|UmlsVocabulary
NCI/C15221|NCI/C15221|UmlsVocabulary
ICD9CM/71.22|ICD9CM/71.22|UmlsVocabulary
ICD9CM/71.23|ICD9CM/71.23|UmlsVocabulary
ICD9CM/92.13|ICD9CM/92.13|UmlsVocabulary
MSH/D000069603|MSH/D000069603|UmlsVocabulary
NCI/C78122|NCI/C78122|UmlsVocabulary
RXNORM/135118|RXNORM/135118|UmlsVocabulary
NCI/C81229|NCI/C81229|UmlsVocabulary
MSH/D000068817|MSH/D000068817|UmlsVocabulary
NCI/C2695|NCI/C2695|UmlsVocabulary
RXNORM/227303|RXNORM/227303|UmlsVocabulary
MSH/C417723|MSH/C417723|UmlsVocabulary
OMIM/MTHU002199|OMIM/MTHU002199|UmlsVocabulary
OMIM/MTHU018034|OMIM/MTHU018034|UmlsVocabulary
MSH/D006338|MSH/D006338|UmlsVocabulary
LNC/LP307356-8|LNC/LP307356-8|UmlsVocabulary
LNC/LA20823-3|LNC/LA20823-3|UmlsVocabulary
OMIM/MTHU069547|OMIM/MTHU069547|UmlsVocabulary
LNC/LA9500-5|LNC/LA9500-5|UmlsVocabulary
MEDLINEPLUS/3789|MEDLINEPLUS/3789|UmlsVocabulary
LNC/LP307511-8|LNC/LP307511-8|UmlsVocabulary
LNC/LP309946-4|LNC/LP309946-4|UmlsVocabulary
LNC/LP187126-0|LNC/LP187126-0|UmlsVocabulary
MSH/D002153|MSH/D002153|UmlsVocabulary
MSH/D002295|MSH/D002295|UmlsVocabulary
NCI/C2930|NCI/C2930|UmlsVocabulary
LNC/LP16371-4|LNC/LP16371-4|UmlsVocabulary
LNC/MTHU005208|LNC/MTHU005208|UmlsVocabulary
MSH/D003181|MSH/D003181|UmlsVocabulary
NCI/C70618|NCI/C70618|UmlsVocabulary
LNC/LP15509-0|LNC/LP15509-0|UmlsVocabulary
LNC/LP32032-2|LNC/LP32032-2|UmlsVocabulary
LNC/MTHU005167|LNC/MTHU005167|UmlsVocabulary
MSH/D003401|MSH/D003401|UmlsVocabulary
NCI/C37937|NCI/C37937|UmlsVocabulary
RXNORM/2907|RXNORM/2907|UmlsVocabulary
VANDF/4024927|VANDF/4024927|UmlsVocabulary
MSH/D004828|MSH/D004828|UmlsVocabulary
NCI/C122812|NCI/C122812|UmlsVocabulary
OMIM/MTHU038053|OMIM/MTHU038053|UmlsVocabulary
OMIM/MTHU051763|OMIM/MTHU051763|UmlsVocabulary
MSH/D005490|MSH/D005490|UmlsVocabulary
HPO/HP:0000794|HPO/HP:0000794|UmlsVocabulary
MSH/D005922|MSH/D005922|UmlsVocabulary
NCI/C34643|NCI/C34643|UmlsVocabulary
NCI/C35280|NCI/C35280|UmlsVocabulary
OMIM/161950|OMIM/161950|UmlsVocabulary
OMIM/MTHU041389|OMIM/MTHU041389|UmlsVocabulary
HPO/HP:0000097|HPO/HP:0000097|UmlsVocabulary
MSH/D005923|MSH/D005923|UmlsVocabulary
NCI/C37308|NCI/C37308|UmlsVocabulary
OMIM/MTHU012104|OMIM/MTHU012104|UmlsVocabulary
OMIM/MTHU018098|OMIM/MTHU018098|UmlsVocabulary
OMIM/MTHU023216|OMIM/MTHU023216|UmlsVocabulary
OMIM/MTHU039333|OMIM/MTHU039333|UmlsVocabulary
OMIM/MTHU044663|OMIM/MTHU044663|UmlsVocabulary
HPO/HP:0002153|HPO/HP:0002153|UmlsVocabulary
ICD9CM/276.7|ICD9CM/276.7|UmlsVocabulary
LNC/LA19699-0|LNC/LA19699-0|UmlsVocabulary
MSH/D006947|MSH/D006947|UmlsVocabulary
MTH/U000311|MTH/U000311|UmlsVocabulary
MTH/U000312|MTH/U000312|UmlsVocabulary
