id|entity_id|LABEL|preferred_term
UMLS/C0231530|UMLS/C0231530|UmlsEntity|Muscle twitch
UMLS/C0239779|UMLS/C0239779|UmlsEntity|Grimaces
UMLS/C0718343|UMLS/C0718343|UmlsEntity|Aleve
UMLS/C0877792|UMLS/C0877792|UmlsEntity|Sleep Disorders, Circadian Rhythm
UMLS/C0917801|UMLS/C0917801|UmlsEntity|Sleeplessness
UMLS/C0927328|UMLS/C0927328|UmlsEntity|Carotid canal
UMLS/C1333071|UMLS/C1333071|UmlsEntity|Chordoma of clivus
UMLS/C1333073|UMLS/C1333073|UmlsEntity|Clivus Meningioma
UMLS/C1366532|UMLS/C1366532|UmlsEntity|FASTK Gene
UMLS/C1705510|UMLS/C1705510|UmlsEntity|FASTK wt Allele
UMLS/C1839508|UMLS/C1839508|UmlsEntity|Steep clivus
UMLS/C1844702|UMLS/C1844702|UmlsEntity|Vertical clivus
UMLS/C3841865|UMLS/C3841865|UmlsEntity|Mostly good
UMLS/C3843078|UMLS/C3843078|UmlsEntity|Always works nights, sleeps during the day
UMLS/C3843614|UMLS/C3843614|UmlsEntity|Continuous/uninterrupted
UMLS/C3853089|UMLS/C3853089|UmlsEntity|Moderately good
UMLS/C4035803|UMLS/C4035803|UmlsEntity|6 - Good
UMLS/C4035804|UMLS/C4035804|UmlsEntity|5 - Good
UMLS/C4264626|UMLS/C4264626|UmlsEntity|Good turgor
UMLS/C0000905|UMLS/C0000905|UmlsEntity|Accessory nerve structure
UMLS/C0013990|UMLS/C0013990|UmlsEntity|Pathological accumulation of air in tissues
UMLS/C0015704|UMLS/C0015704|UmlsEntity|Favre-Racouchot Syndrome
UMLS/C0017667|UMLS/C0017667|UmlsEntity|Nodular glomerulosclerosis
UMLS/C0018023|UMLS/C0018023|UmlsEntity|Nodular Goiter
UMLS/C0018213|UMLS/C0018213|UmlsEntity|Graves Disease
UMLS/C0020510|UMLS/C0020510|UmlsEntity|Nodular hyperplasia
UMLS/C0020575|UMLS/C0020575|UmlsEntity|Hypertropia
UMLS/C0024103|UMLS/C0024103|UmlsEntity|Mass in breast
UMLS/C0027868|UMLS/C0027868|UmlsEntity|Neuromuscular Diseases
UMLS/C0030293|UMLS/C0030293|UmlsEntity|Pancreatic Insufficiency
UMLS/C0031774|UMLS/C0031774|UmlsEntity|Structure of phrenic nerve
UMLS/C0032225|UMLS/C0032225|UmlsEntity|Pleura
UMLS/C0033209|UMLS/C0033209|UmlsEntity|probenecid
UMLS/C0034067|UMLS/C0034067|UmlsEntity|Pulmonary Emphysema
UMLS/C0038358|UMLS/C0038358|UmlsEntity|Gastric ulcer
UMLS/C0039991|UMLS/C0039991|UmlsEntity|Thoracotomy
UMLS/C0040100|UMLS/C0040100|UmlsEntity|Thymoma
UMLS/C0156316|UMLS/C0156316|UmlsEntity|Male genital organ stricture
UMLS/C0158549|UMLS/C0158549|UmlsEntity|Congenital capsular and subcapsular cataract
UMLS/C0224995|UMLS/C0224995|UmlsEntity|Structure of capsular ligament
UMLS/C0225708|UMLS/C0225708|UmlsEntity|Structure of base of right lung
UMLS/C0225732|UMLS/C0225732|UmlsEntity|Structure of base of left lung
UMLS/C0240318|UMLS/C0240318|UmlsEntity|Mediastinal mass
UMLS/C0267963|UMLS/C0267963|UmlsEntity|Exocrine pancreatic insufficiency
UMLS/C0279848|UMLS/C0279848|UmlsEntity|cisplatin/etoposide/mitoxantrone/tamoxifen protocol
UMLS/C0339143|UMLS/C0339143|UmlsEntity|Thyroid associated opthalmopathies
UMLS/C0368603|UMLS/C0368603|UmlsEntity|Acetylcholine receptor blocking antibody
UMLS/C0368604|UMLS/C0368604|UmlsEntity|Acetylcholine receptor modulating antibody
UMLS/C0370038|UMLS/C0370038|UmlsEntity|
UMLS/C0428004|UMLS/C0428004|UmlsEntity|Sperm motility at 6-8 hours
UMLS/C0474643|UMLS/C0474643|UmlsEntity|Antibody titer measurement
UMLS/C0683798|UMLS/C0683798|UmlsEntity|Laid Off
UMLS/C0699082|UMLS/C0699082|UmlsEntity|Tensilon
UMLS/C0700005|UMLS/C0700005|UmlsEntity|Mestinon
UMLS/C0702059|UMLS/C0702059|UmlsEntity|Viokase
UMLS/C0872259|UMLS/C0872259|UmlsEntity|Transcranial Magnetic Stimulation, Repetitive
UMLS/C1182761|UMLS/C1182761|UmlsEntity|Set of capsular veins
UMLS/C1269955|UMLS/C1269955|UmlsEntity|Tumor Cell Invasion
UMLS/C1331262|UMLS/C1331262|UmlsEntity|Muscle, Striated
UMLS/C1522720|UMLS/C1522720|UmlsEntity|Pleural
UMLS/C2699153|UMLS/C2699153|UmlsEntity|Cell Invasion
UMLS/C2939193|UMLS/C2939193|UmlsEntity|Median (qualifier value)
UMLS/C3533152|UMLS/C3533152|UmlsEntity|Pathologic casts
UMLS/C3640700|UMLS/C3640700|UmlsEntity|Perihilar Lymph Node
UMLS/C3828731|UMLS/C3828731|UmlsEntity|OFF Regimen
UMLS/C3852965|UMLS/C3852965|UmlsEntity|Repetitive Transcranial Electrical Stimulation
UMLS/C4068781|UMLS/C4068781|UmlsEntity|Bilateral lung bases
UMLS/C5420084|UMLS/C5420084|UmlsEntity|Subject Off Trial
UMLS/C0004364|UMLS/C0004364|UmlsEntity|Autoimmune Diseases
UMLS/C0019247|UMLS/C0019247|UmlsEntity|Hereditary Diseases
UMLS/C0019825|UMLS/C0019825|UmlsEntity|Hoarseness
UMLS/C0032927|UMLS/C0032927|UmlsEntity|Precancerous Conditions
UMLS/C0033785|UMLS/C0033785|UmlsEntity|Pseudarthrosis
UMLS/C0037274|UMLS/C0037274|UmlsEntity|Dermatologic disorders
UMLS/C0196394|UMLS/C0196394|UmlsEntity|Epidural Steroid Injection
UMLS/C0224234|UMLS/C0224234|UmlsEntity|Structure of deltoid muscle
UMLS/C0240116|UMLS/C0240116|UmlsEntity|Hyperactive patellar reflex
UMLS/C0446414|UMLS/C0446414|UmlsEntity|C4 level
UMLS/C0558844|UMLS/C0558844|UmlsEntity|Knee reflex absent
UMLS/C1305858|UMLS/C1305858|UmlsEntity|C4 innervation
UMLS/C1444783|UMLS/C1444783|UmlsEntity|Instability
UMLS/C2144940|UMLS/C2144940|UmlsEntity|Total Disc Replacement
UMLS/C3277184|UMLS/C3277184|UmlsEntity|Decreased patellar reflex
UMLS/C3898144|UMLS/C3898144|UmlsEntity|Neurovascular Disorder
UMLS/C4228224|UMLS/C4228224|UmlsEntity|Brisk patellar reflexes
UMLS/C4229411|UMLS/C4229411|UmlsEntity|Increased patellar reflex
UMLS/C4697763|UMLS/C4697763|UmlsEntity|neurological/neurovascular
UMLS/C0001816|UMLS/C0001816|UmlsEntity|Agnosia
UMLS/C0004290|UMLS/C0004290|UmlsEntity|Evoked Response Audiometry
UMLS/C0005525|UMLS/C0005525|UmlsEntity|Biological Response Modifiers
UMLS/C0015456|UMLS/C0015456|UmlsEntity|Facial Dermatoses
UMLS/C0015457|UMLS/C0015457|UmlsEntity|Facial Expression
UMLS/C0015461|UMLS/C0015461|UmlsEntity|Facial Neoplasms
UMLS/C0028734|UMLS/C0028734|UmlsEntity|Nocturia
UMLS/C0117775|UMLS/C0117775|UmlsEntity|FITT 1.5-1
UMLS/C0151315|UMLS/C0151315|UmlsEntity|Neck stiffness
UMLS/C0152032|UMLS/C0152032|UmlsEntity|Urinary hesitation
UMLS/C0162298|UMLS/C0162298|UmlsEntity|Joint stiffness
UMLS/C0209952|UMLS/C0209952|UmlsEntity|VIH, lobster
UMLS/C0221170|UMLS/C0221170|UmlsEntity|Muscular stiffness
UMLS/C0224153|UMLS/C0224153|UmlsEntity|Structure of sternocleidomastoid muscle
UMLS/C0234784|UMLS/C0234784|UmlsEntity|Reflex, Gag, Absent
UMLS/C0239272|UMLS/C0239272|UmlsEntity|Stiff elbow
UMLS/C0239596|UMLS/C0239596|UmlsEntity|Stiff finger
UMLS/C0302357|UMLS/C0302357|UmlsEntity|Test of Visual Evoked Responses in Children
UMLS/C0302837|UMLS/C0302837|UmlsEntity|Vitamin supplementation
UMLS/C0392702|UMLS/C0392702|UmlsEntity|Abnormal involuntary movement
UMLS/C0522214|UMLS/C0522214|UmlsEntity|Abnormal visual evoked potential
UMLS/C0559432|UMLS/C0559432|UmlsEntity|Wine intake
UMLS/C0591395|UMLS/C0591395|UmlsEntity|Ditropan
UMLS/C0594372|UMLS/C0594372|UmlsEntity|Avonex
UMLS/C0595425|UMLS/C0595425|UmlsEntity|Zanaflex
UMLS/C0699458|UMLS/C0699458|UmlsEntity|Medrol
UMLS/C0701466|UMLS/C0701466|UmlsEntity|Solu-Medrol
UMLS/C0751476|UMLS/C0751476|UmlsEntity|Reflex, Gag, Decreased
UMLS/C0878773|UMLS/C0878773|UmlsEntity|Overactive Bladder
UMLS/C0976534|UMLS/C0976534|UmlsEntity|Duovisc 0.35/0.4 Viscoelastic Kit
UMLS/C1169120|UMLS/C1169120|UmlsEntity|{28 (norethindrone 0.35 MG Oral Tablet) } Pack [Errin 28 Day]
UMLS/C1608272|UMLS/C1608272|UmlsEntity|{28 (Norethindrone 0.35 MG Oral Tablet) } Pack [Camila 28 Day]
UMLS/C1815658|UMLS/C1815658|UmlsEntity|{28 (Norethindrone 0.35 MG Oral Tablet) } Pack [Ortho Micronor 28 Day]
UMLS/C1837098|UMLS/C1837098|UmlsEntity|Easy fatigability
UMLS/C1837239|UMLS/C1837239|UmlsEntity|Achilles tendon contractures, mild
UMLS/C1860093|UMLS/C1860093|UmlsEntity|Impaired gag reflex
UMLS/C1963758|UMLS/C1963758|UmlsEntity|Immunomodulation
UMLS/C2911828|UMLS/C2911828|UmlsEntity|HEATHER 28 Day Pack
UMLS/C3173848|UMLS/C3173848|UmlsEntity|Incenter patients restarting dialysis
UMLS/C3173850|UMLS/C3173850|UmlsEntity|Home patients restarting dialysis
UMLS/C3176202|UMLS/C3176202|UmlsEntity|Rapid alternating hand movements - right:Finding:Point in time:^Patient:Ordinal
UMLS/C3176203|UMLS/C3176203|UmlsEntity|Rapid alternating hand movements - left:Finding:Point in time:^Patient:Ordinal
UMLS/C3272306|UMLS/C3272306|UmlsEntity|Coronary Lesion Complexity
UMLS/C3887551|UMLS/C3887551|UmlsEntity|Memory Dysfunction
UMLS/C4014669|UMLS/C4014669|UmlsEntity|Hyperintense lesions of the globi pallidi
UMLS/C4050540|UMLS/C4050540|UmlsEntity|Contracture of right Achilles tendon
UMLS/C4068832|UMLS/C4068832|UmlsEntity|Pulsations (aorta)
UMLS/C4228078|UMLS/C4228078|UmlsEntity|Hyperintense lesions in the putamina
UMLS/C4289270|UMLS/C4289270|UmlsEntity|Five to Seven Days
UMLS/C4747582|UMLS/C4747582|UmlsEntity|Delayed visual evoked responses
UMLS/C5237503|UMLS/C5237503|UmlsEntity|Periventricular
UMLS/C5544470|UMLS/C5544470|UmlsEntity|Immunomodulating Agents
UMLS/C0026976|UMLS/C0026976|UmlsEntity|Myelitis, Transverse
UMLS/C0158241|UMLS/C0158241|UmlsEntity|Cervical spondylosis without myelopathy
UMLS/C0158287|UMLS/C0158287|UmlsEntity|Spinal stenosis, thoracic region
UMLS/C0158288|UMLS/C0158288|UmlsEntity|Spinal stenosis, lumbar region NOS
UMLS/C0419343|UMLS/C0419343|UmlsEntity|Heel stick
UMLS/C0457846|UMLS/C0457846|UmlsEntity|Cervical segment of spinal cord
UMLS/C0489547|UMLS/C0489547|UmlsEntity|Hospital course
UMLS/C0751837|UMLS/C0751837|UmlsEntity|Gait Ataxia
UMLS/C1176468|UMLS/C1176468|UmlsEntity|Erythrocyte sedimentation rate measurement
UMLS/C1235740|UMLS/C1235740|UmlsEntity|T3 thoracic segmental innervation
UMLS/C1323198|UMLS/C1323198|UmlsEntity|Starlix
UMLS/C1384641|UMLS/C1384641|UmlsEntity|Cervical spondylosis
UMLS/C3839460|UMLS/C3839460|UmlsEntity|Nonprogressive
UMLS/C3842894|UMLS/C3842894|UmlsEntity|Drink more alcohol
UMLS/C4021222|UMLS/C4021222|UmlsEntity|Impaired temperature sensation
UMLS/C4692502|UMLS/C4692502|UmlsEntity|Altered temperature sensation
UMLS/C0015402|UMLS/C0015402|UmlsEntity|Eye Hemorrhage
UMLS/C0015403|UMLS/C0015403|UmlsEntity|Eye Infection
UMLS/C0015405|UMLS/C0015405|UmlsEntity|Fungal eye infections
UMLS/C0015408|UMLS/C0015408|UmlsEntity|Eye Injuries
UMLS/C0017243|UMLS/C0017243|UmlsEntity|Gel
UMLS/C0030842|UMLS/C0030842|UmlsEntity|penicillins
UMLS/C0230373|UMLS/C0230373|UmlsEntity|Palmar surface
UMLS/C0234378|UMLS/C0234378|UmlsEntity|Static Tremor
UMLS/C0266798|UMLS/C0266798|UmlsEntity|Compression of umbilical cord
UMLS/C0282596|UMLS/C0282596|UmlsEntity|Magnetic Resonance Imaging, Cine
UMLS/C0376335|UMLS/C0376335|UmlsEntity|fMRI
UMLS/C0392319|UMLS/C0392319|UmlsEntity|Edema of vocal cord
UMLS/C0423551|UMLS/C0423551|UmlsEntity|Sensory symptoms
UMLS/C0678162|UMLS/C0678162|UmlsEntity|Pulmicort
UMLS/C0722498|UMLS/C0722498|UmlsEntity|Patanol
UMLS/C0733447|UMLS/C0733447|UmlsEntity|Loprox
UMLS/C0752255|UMLS/C0752255|UmlsEntity|Impairment, Light Touch Sensation
UMLS/C0817662|UMLS/C0817662|UmlsEntity|Palm of hand
UMLS/C0852866|UMLS/C0852866|UmlsEntity|Cervical cord compression
UMLS/C1110594|UMLS/C1110594|UmlsEntity|Allegra
UMLS/C1136216|UMLS/C1136216|UmlsEntity|Diffusion Magnetic Resonance Imaging
UMLS/C1170198|UMLS/C1170198|UmlsEntity|Duac
UMLS/C1847584|UMLS/C1847584|UmlsEntity|Distal sensory impairment
UMLS/C2115817|UMLS/C2115817|UmlsEntity|kyphosis
UMLS/C3898221|UMLS/C3898221|UmlsEntity|Multiparametric Magnetic Resonance Imaging
UMLS/C4693263|UMLS/C4693263|UmlsEntity|Multiple disc herniations
UMLS/C5195554|UMLS/C5195554|UmlsEntity|White matter signal changes
UMLS/C0026635|UMLS/C0026635|UmlsEntity|Mouth Breathing
UMLS/C0026827|UMLS/C0026827|UmlsEntity|Muscle hypotonia
UMLS/C0040421|UMLS/C0040421|UmlsEntity|Palatine Tonsil
UMLS/C0162723|UMLS/C0162723|UmlsEntity|Zyrtec
UMLS/C0272386|UMLS/C0272386|UmlsEntity|Hypertrophy of tonsils
UMLS/C0836921|UMLS/C0836921|UmlsEntity|Tonsil
UMLS/C1858120|UMLS/C1858120|UmlsEntity|Generalized hypotonia
UMLS/C2607914|UMLS/C2607914|UmlsEntity|Allergic rhinitis (disorder)
UMLS/C4082299|UMLS/C4082299|UmlsEntity|Bulbar palsy
UMLS/C0014474|UMLS/C0014474|UmlsEntity|Ependymoma
UMLS/C0024299|UMLS/C0024299|UmlsEntity|Lymphoma
UMLS/C0027543|UMLS/C0027543|UmlsEntity|Avascular necrosis of bone
UMLS/C0027836|UMLS/C0027836|UmlsEntity|Neuroglia
UMLS/C0033561|UMLS/C0033561|UmlsEntity|Prostaglandins F
UMLS/C0043387|UMLS/C0043387|UmlsEntity|Yawning
UMLS/C0149560|UMLS/C0149560|UmlsEntity|Structure of anterior choroidal artery
UMLS/C0149579|UMLS/C0149579|UmlsEntity|Structure of internal cerebral vein
UMLS/C0198183|UMLS/C0198183|UmlsEntity|Injection of tympanic cavity
UMLS/C0228751|UMLS/C0228751|UmlsEntity|Facial nerve temporal branch
UMLS/C0243069|UMLS/C0243069|UmlsEntity|Hypoplasia
UMLS/C0266746|UMLS/C0266746|UmlsEntity|Malformation of placenta
UMLS/C0334422|UMLS/C0334422|UmlsEntity|Glomangiomyoma
UMLS/C0334532|UMLS/C0334532|UmlsEntity|Venous Hemangioma
UMLS/C0395887|UMLS/C0395887|UmlsEntity|Tympanosclerosis
UMLS/C0439799|UMLS/C0439799|UmlsEntity|Channel
UMLS/C0474820|UMLS/C0474820|UmlsEntity|Glomus Tympanicum Tumor
UMLS/C0476254|UMLS/C0476254|UmlsEntity|Dyslexia
UMLS/C0924766|UMLS/C0924766|UmlsEntity|Temporal branch of lacrimal artery
UMLS/C1335207|UMLS/C1335207|UmlsEntity|PGF gene
UMLS/C1366394|UMLS/C1366394|UmlsEntity|STAT5A protein, human
UMLS/C1368355|UMLS/C1368355|UmlsEntity|Synostosis malformation
UMLS/C1412326|UMLS/C1412326|UmlsEntity|AKR1C3 gene
UMLS/C1453067|UMLS/C1453067|UmlsEntity|AKR1C3 protein, human
UMLS/C1504871|UMLS/C1504871|UmlsEntity|PGF protein, human
UMLS/C1622510|UMLS/C1622510|UmlsEntity|Neurocytoma
UMLS/C1704680|UMLS/C1704680|UmlsEntity|Staining (finding)
UMLS/C1836678|UMLS/C1836678|UmlsEntity|Abnormality of the middle ear ossicles
UMLS/C1843637|UMLS/C1843637|UmlsEntity|Neck flexor weakness
UMLS/C3279725|UMLS/C3279725|UmlsEntity|Hip flexor weakness
UMLS/C3712803|UMLS/C3712803|UmlsEntity|IGF1 protein, human
UMLS/C3887513|UMLS/C3887513|UmlsEntity|Avascular necrosis
UMLS/C3887684|UMLS/C3887684|UmlsEntity|Kit Ligand, human
UMLS/C4068858|UMLS/C4068858|UmlsEntity|Avascular retina
UMLS/C4313532|UMLS/C4313532|UmlsEntity|Elastic skin
UMLS/C4477022|UMLS/C4477022|UmlsEntity|Finger flexor weakness
UMLS/C5401184|UMLS/C5401184|UmlsEntity|Elastic fibers (finding)
UMLS/C0000786|UMLS/C0000786|UmlsEntity|Spontaneous abortion
UMLS/C0008301|UMLS/C0008301|UmlsEntity|Choking
UMLS/C0019134|UMLS/C0019134|UmlsEntity|heparin
UMLS/C0020490|UMLS/C0020490|UmlsEntity|Hyperopia
UMLS/C0042930|UMLS/C0042930|UmlsEntity|Vocal cord structure
UMLS/C0162373|UMLS/C0162373|UmlsEntity|Prozac
UMLS/C0175649|UMLS/C0175649|UmlsEntity|Prosthesis
UMLS/C0203065|UMLS/C0203065|UmlsEntity|Barium swallow
UMLS/C0226231|UMLS/C0226231|UmlsEntity|Structure of left vertebral artery
UMLS/C0338567|UMLS/C0338567|UmlsEntity|Horner's syndrome pupil
UMLS/C0347948|UMLS/C0347948|UmlsEntity|Limb Prosthesis
UMLS/C0444584|UMLS/C0444584|UmlsEntity|Whole body
UMLS/C0460148|UMLS/C0460148|UmlsEntity|Human body structure
UMLS/C0549207|UMLS/C0549207|UmlsEntity|Bone structure of spine
UMLS/C0589274|UMLS/C0589274|UmlsEntity|
UMLS/C0699194|UMLS/C0699194|UmlsEntity|Ativan
UMLS/C0699862|UMLS/C0699862|UmlsEntity|Choked on
UMLS/C1518592|UMLS/C1518592|UmlsEntity|Opioid Rotation
UMLS/C1711246|UMLS/C1711246|UmlsEntity|Swallow Evaluation
UMLS/C2087728|UMLS/C2087728|UmlsEntity|examination of glottis
UMLS/C2675802|UMLS/C2675802|UmlsEntity|Chronic subtype, headaches occur without remission for 1 year
UMLS/C2936279|UMLS/C2936279|UmlsEntity|Drug Substitution
UMLS/C3842266|UMLS/C3842266|UmlsEntity|3 months - 1 year
UMLS/C4552766|UMLS/C4552766|UmlsEntity|Miscarriage
UMLS/C5392248|UMLS/C5392248|UmlsEntity|Treatment Switching
UMLS/C0004095|UMLS/C0004095|UmlsEntity|Asthenopia
UMLS/C0008163|UMLS/C0008163|UmlsEntity|chlorambucil
UMLS/C0020701|UMLS/C0020701|UmlsEntity|Hysteria
UMLS/C0023434|UMLS/C0023434|UmlsEntity|Chronic Lymphocytic Leukemia
UMLS/C0030580|UMLS/C0030580|UmlsEntity|Parotid Gland
UMLS/C0034414|UMLS/C0034414|UmlsEntity|quinidine
UMLS/C0042818|UMLS/C0042818|UmlsEntity|Visual discomfort
UMLS/C0221103|UMLS/C0221103|UmlsEntity|Visual Suppression
UMLS/C0520482|UMLS/C0520482|UmlsEntity|Somatization Disorder
UMLS/C4315383|UMLS/C4315383|UmlsEntity|Anterior clinoid erosion
UMLS/C0008913|UMLS/C0008913|UmlsEntity|Bone structure of clavicle
UMLS/C0040426|UMLS/C0040426|UmlsEntity|Tooth structure
UMLS/C0085437|UMLS/C0085437|UmlsEntity|Meningitis, Bacterial
UMLS/C0085616|UMLS/C0085616|UmlsEntity|Vasospasm
UMLS/C0149559|UMLS/C0149559|UmlsEntity|Structure of posterior communicating artery
UMLS/C0271048|UMLS/C0271048|UmlsEntity|Subhyaloid hemorrhage
UMLS/C1283066|UMLS/C1283066|UmlsEntity|Clipping
UMLS/C2737179|UMLS/C2737179|UmlsEntity|Pop off setting
UMLS/C4071855|UMLS/C4071855|UmlsEntity|Head>Teeth
UMLS/C5075225|UMLS/C5075225|UmlsEntity|Streptomyces phage Popy
UMLS/C5235968|UMLS/C5235968|UmlsEntity|Cigar Smoke Exposure
UMLS/C0002921|UMLS/C0002921|UmlsEntity|Local anesthesia
UMLS/C0003838|UMLS/C0003838|UmlsEntity|Arterial Occlusive Diseases
UMLS/C0033603|UMLS/C0033603|UmlsEntity|protamines
UMLS/C0039452|UMLS/C0039452|UmlsEntity|Telencephalon
UMLS/C0085096|UMLS/C0085096|UmlsEntity|Peripheral Vascular Diseases
UMLS/C0190932|UMLS/C0190932|UmlsEntity|Femoral-popliteal artery bypass graft
UMLS/C0205145|UMLS/C0205145|UmlsEntity|Site
UMLS/C0226213|UMLS/C0226213|UmlsEntity|Structure of right middle cerebral artery
UMLS/C0242202|UMLS/C0242202|UmlsEntity|Cerebrum
UMLS/C0343073|UMLS/C0343073|UmlsEntity|Woolly hair
UMLS/C0449719|UMLS/C0449719|UmlsEntity|Part
UMLS/C0456642|UMLS/C0456642|UmlsEntity|Introducer
UMLS/C0948441|UMLS/C0948441|UmlsEntity|Venoocclusive disease
UMLS/C1333606|UMLS/C1333606|UmlsEntity|Femoropopliteal Occlusive Disease
UMLS/C1515974|UMLS/C1515974|UmlsEntity|Anatomic Site
UMLS/C1874932|UMLS/C1874932|UmlsEntity|COVERLET
UMLS/C2825164|UMLS/C2825164|UmlsEntity|Study Site
UMLS/C4053892|UMLS/C4053892|UmlsEntity|Ureteral Kinking
UMLS/C4086534|UMLS/C4086534|UmlsEntity|Kinked Tail
UMLS/C0011389|UMLS/C0011389|UmlsEntity|Dental Plaque
UMLS/C0037807|UMLS/C0037807|UmlsEntity|Infrared Spectrophotometry
UMLS/C0037813|UMLS/C0037813|UmlsEntity|Mass Spectrometry
UMLS/C0226088|UMLS/C0226088|UmlsEntity|Structure of carotid bifurcation
UMLS/C0228989|UMLS/C0228989|UmlsEntity|Structure of common carotid plexus
UMLS/C0241148|UMLS/C0241148|UmlsEntity|Cutaneous plaque
UMLS/C0332461|UMLS/C0332461|UmlsEntity|Plaque (lesion)
UMLS/C0489564|UMLS/C0489564|UmlsEntity|Intravascular end diastolic
UMLS/C0883159|UMLS/C0883159|UmlsEntity|Intravascular peak systolic
UMLS/C1456026|UMLS/C1456026|UmlsEntity|Computer assisted surgery with CT/CTA
UMLS/C1849249|UMLS/C1849249|UmlsEntity|SENILE PLAQUE FORMATION
UMLS/C3495932|UMLS/C3495932|UmlsEntity|Pathologic Intimal Thickening
UMLS/C4035095|UMLS/C4035095|UmlsEntity|End-diastolic volume
UMLS/C4042936|UMLS/C4042936|UmlsEntity|Action Spectrum
UMLS/C4532664|UMLS/C4532664|UmlsEntity|Porcine sapelovirus:PrThr:Pt:XXX:Ord:Organism specific culture
UMLS/C0002006|UMLS/C0002006|UmlsEntity|aldosterone
UMLS/C0008574|UMLS/C0008574|UmlsEntity|chromium
UMLS/C0016280|UMLS/C0016280|UmlsEntity|fludrocortisone
UMLS/C0020651|UMLS/C0020651|UmlsEntity|Hypotension, Orthostatic
UMLS/C0023607|UMLS/C0023607|UmlsEntity|luteinizing hormone
UMLS/C0029053|UMLS/C0029053|UmlsEntity|Decreased translucency
UMLS/C0032617|UMLS/C0032617|UmlsEntity|Polyuria
UMLS/C0033371|UMLS/C0033371|UmlsEntity|prolactin
UMLS/C0039601|UMLS/C0039601|UmlsEntity|testosterone
UMLS/C0124598|UMLS/C0124598|UmlsEntity|KB 2413
UMLS/C0149746|UMLS/C0149746|UmlsEntity|Orthostasis
UMLS/C0193243|UMLS/C0193243|UmlsEntity|Destruction of hemorrhoid
UMLS/C0201971|UMLS/C0201971|UmlsEntity|Cosyntropin test
UMLS/C0204837|UMLS/C0204837|UmlsEntity|Hypodermoclysis
UMLS/C0224505|UMLS/C0224505|UmlsEntity|Sellar joint structure
UMLS/C0230050|UMLS/C0230050|UmlsEntity|Structure of middle clinoid process
UMLS/C0230052|UMLS/C0230052|UmlsEntity|Structure of posterior clinoid process
UMLS/C0230053|UMLS/C0230053|UmlsEntity|Structure of anterior clinoid process
UMLS/C0238790|UMLS/C0238790|UmlsEntity|Bone destruction
UMLS/C0240435|UMLS/C0240435|UmlsEntity|Destruction of nails
UMLS/C0295967|UMLS/C0295967|UmlsEntity|Activated-Leukocyte Cell Adhesion Molecule
UMLS/C0313040|UMLS/C0313040|UmlsEntity|Blood group antigen KEL 1
UMLS/C0430136|UMLS/C0430136|UmlsEntity|Pentagastrin stimulation test
UMLS/C0430161|UMLS/C0430161|UmlsEntity|Secretin Stimulation Test
UMLS/C0524672|UMLS/C0524672|UmlsEntity|Positional Nystagmus
UMLS/C0733758|UMLS/C0733758|UmlsEntity|follicle stimulating hormone
UMLS/C0740085|UMLS/C0740085|UmlsEntity|Urine osmolality measurement
UMLS/C0740844|UMLS/C0740844|UmlsEntity|AIR FLUID LEVEL (finding)
UMLS/C0751534|UMLS/C0751534|UmlsEntity|Syncopal Episode
UMLS/C0849377|UMLS/C0849377|UmlsEntity|Eye, Destruction
UMLS/C1283565|UMLS/C1283565|UmlsEntity|Clinoid process of sphenoid bone
UMLS/C1332771|UMLS/C1332771|UmlsEntity|COL18A1 gene
UMLS/C1414542|UMLS/C1414542|UmlsEntity|FBN1 gene
UMLS/C1420667|UMLS/C1420667|UmlsEntity|TDGF1 gene
UMLS/C1421244|UMLS/C1421244|UmlsEntity|TWIST1 gene
UMLS/C1538681|UMLS/C1538681|UmlsEntity|PLOD1 gene
UMLS/C1565268|UMLS/C1565268|UmlsEntity|KG 501
UMLS/C1588458|UMLS/C1588458|UmlsEntity|Hydron KGS
UMLS/C1636137|UMLS/C1636137|UmlsEntity|KGS HC
UMLS/C1704809|UMLS/C1704809|UmlsEntity|COL18A1 wt Allele
UMLS/C1824670|UMLS/C1824670|UmlsEntity|CD55 gene
UMLS/C1826528|UMLS/C1826528|UmlsEntity|OXSM gene
UMLS/C1842094|UMLS/C1842094|UmlsEntity|Median platelet volume 15.5fl
UMLS/C1881074|UMLS/C1881074|UmlsEntity|Hydration Therapy
UMLS/C2346649|UMLS/C2346649|UmlsEntity|Lansky Performance Status 90
UMLS/C2376370|UMLS/C2376370|UmlsEntity|Medical and Surgical @ Muscles @ Destruction
UMLS/C2700045|UMLS/C2700045|UmlsEntity|FBN1 wt Allele
UMLS/C3481468|UMLS/C3481468|UmlsEntity|Gas flow at 90% of forced expiration
UMLS/C3593679|UMLS/C3593679|UmlsEntity|Acinetobacter sp. NL
UMLS/C3840899|UMLS/C3840899|UmlsEntity|35 - 39
UMLS/C3842995|UMLS/C3842995|UmlsEntity|(2.8-3.9)
UMLS/C3843386|UMLS/C3843386|UmlsEntity|31-35
UMLS/C4047954|UMLS/C4047954|UmlsEntity|Bright red feces
UMLS/C4693844|UMLS/C4693844|UmlsEntity|Microcephaly (-4.2 SD)
UMLS/C4721537|UMLS/C4721537|UmlsEntity|Therapeutic Testosterone
UMLS/C4744370|UMLS/C4744370|UmlsEntity|Sellar Region
UMLS/C4748477|UMLS/C4748477|UmlsEntity|Positional equinovarus
