ID|LABEL|PAYMENT_DATE|AMOUNT|CURRENCY
P_1266|payment|2021-12-16|613.0|dollar
P_1271|payment|2021-07-16|165.46|dollar
P_1274|payment|2021-04-20|559.23|dollar
P_1277|payment|2022-01-03|843.11|dollar
P_1279|payment|2022-02-27|741.18|dollar
P_1280|payment|2021-02-26|626.86|dollar
P_1282|payment|2021-02-16|67.17|dollar
P_1283|payment|2021-03-01|596.53|dollar
P_1284|payment|2021-12-12|222.54|dollar
P_1286|payment|2021-08-31|920.55|dollar
P_1289|payment|2021-02-21|685.05|dollar
P_1290|payment|2021-06-21|209.43|dollar
P_1291|payment|2021-11-16|304.68|dollar
P_1292|payment|2022-01-21|695.68|dollar
P_1293|payment|2021-07-31|880.74|dollar
P_1297|payment|2021-04-20|25.12|dollar
P_1298|payment|2021-11-07|953.43|dollar
P_1301|payment|2021-02-10|273.99|dollar
P_1302|payment|2021-10-20|434.89|dollar
P_1304|payment|2022-01-14|807.4|dollar
P_1305|payment|2021-07-13|38.75|dollar
P_1306|payment|2021-10-11|377.2|dollar
P_1308|payment|2022-04-22|816.84|dollar
P_1309|payment|2022-01-12|718.43|dollar
P_1312|payment|2021-12-12|382.05|dollar
P_1320|payment|2021-07-01|545.39|dollar
P_1322|payment|2021-08-20|343.48|dollar
P_1323|payment|2021-03-03|717.51|dollar
P_1324|payment|2021-08-06|179.97|dollar
P_1326|payment|2021-03-02|80.02|dollar
P_1328|payment|2021-02-01|7.13|dollar
P_1331|payment|2022-03-12|562.15|dollar
P_1332|payment|2021-11-27|702.45|dollar
P_1333|payment|2022-01-08|296.26|dollar
P_1335|payment|2022-03-04|380.94|dollar
P_1336|payment|2021-02-04|537.05|dollar
P_1339|payment|2021-02-25|608.36|dollar
P_1340|payment|2021-05-27|443.57|dollar
P_1341|payment|2021-01-20|789.38|dollar
P_1342|payment|2022-04-07|548.83|dollar
P_1343|payment|2021-02-15|193.37|dollar
P_1344|payment|2021-01-19|416.53|dollar
P_1346|payment|2021-01-20|717.59|dollar
P_1347|payment|2021-10-18|503.22|dollar
P_1350|payment|2021-09-14|172.6|dollar
P_1352|payment|2021-04-22|731.16|dollar
P_1354|payment|2021-04-18|937.14|dollar
P_1355|payment|2022-02-18|614.7|dollar
P_1356|payment|2021-09-07|220.69|dollar
P_1358|payment|2021-12-31|840.43|dollar
P_1359|payment|2021-03-28|730.2|dollar
P_1361|payment|2021-02-28|933.32|dollar
P_1364|payment|2021-08-20|587.16|dollar
P_1365|payment|2021-02-25|568.01|dollar
P_1370|payment|2022-01-15|612.9|dollar
P_1371|payment|2021-08-13|96.8|dollar
P_1373|payment|2021-12-04|559.71|dollar
P_1374|payment|2021-03-09|765.34|dollar
P_1375|payment|2022-03-25|356.69|dollar
P_1376|payment|2021-09-04|731.72|dollar
P_1379|payment|2021-08-06|894.21|dollar
P_1380|payment|2022-02-20|891.06|dollar
P_1382|payment|2021-11-18|121.99|dollar
P_1384|payment|2021-04-08|786.59|dollar
P_1386|payment|2022-01-19|212.89|dollar
P_1388|payment|2021-02-04|860.21|dollar
P_1391|payment|2021-12-09|880.74|dollar
P_1392|payment|2021-09-12|608.09|dollar
P_1394|payment|2021-04-12|368.27|dollar
P_1396|payment|2022-03-18|834.63|dollar
P_1397|payment|2021-06-02|911.79|dollar
P_1400|payment|2021-01-18|18.97|dollar
P_1401|payment|2022-03-17|978.82|dollar
P_1402|payment|2021-09-26|353.46|dollar
P_1403|payment|2021-12-15|922.67|dollar
P_1405|payment|2022-04-07|914.39|dollar
P_1406|payment|2021-12-09|377.23|dollar
P_1409|payment|2022-04-12|636.44|dollar
P_1413|payment|2022-01-20|233.73|dollar
P_1416|payment|2021-12-06|380.99|dollar
P_1418|payment|2021-07-23|190.35|dollar
P_1419|payment|2021-01-31|571.06|dollar
P_1420|payment|2021-01-26|633.3|dollar
P_1422|payment|2021-06-11|741.79|dollar
P_1424|payment|2022-02-05|60.62|dollar
P_1427|payment|2021-08-01|320.81|dollar
P_1429|payment|2021-07-04|902.1|dollar
P_1430|payment|2021-09-30|639.18|dollar
P_1434|payment|2021-07-06|617.71|dollar
P_1439|payment|2021-07-29|460.73|dollar
P_1441|payment|2022-01-05|757.47|dollar
P_1443|payment|2021-07-28|661.63|dollar
P_1447|payment|2021-05-17|250.46|dollar
P_1448|payment|2022-04-10|549.16|dollar
P_1449|payment|2022-04-02|714.33|dollar
P_1450|payment|2021-05-09|766.7|dollar
P_1453|payment|2021-01-09|871.04|dollar
P_1458|payment|2021-06-01|572.99|dollar
P_1460|payment|2021-08-22|423.89|dollar
P_1463|payment|2021-04-10|489.42|dollar
P_1464|payment|2021-09-19|569.04|dollar
P_1465|payment|2021-02-18|586.41|dollar
P_1467|payment|2022-02-08|132.92|dollar
P_1469|payment|2021-08-17|187.84|dollar
P_1471|payment|2021-09-18|75.88|dollar
P_1473|payment|2021-09-11|554.31|dollar
P_1474|payment|2021-07-06|687.44|dollar
P_1475|payment|2021-09-21|910.9|dollar
P_1476|payment|2021-10-09|352.0|dollar
P_1477|payment|2021-10-04|427.43|dollar
P_1478|payment|2021-09-14|973.19|dollar
P_1479|payment|2021-08-17|940.26|dollar
P_1484|payment|2021-05-01|473.94|dollar
P_1488|payment|2022-02-01|856.46|dollar
P_1489|payment|2021-09-16|906.4|dollar
P_1492|payment|2021-05-01|827.44|dollar
P_1493|payment|2022-04-30|148.58|dollar
P_1494|payment|2021-05-09|477.74|dollar
P_1495|payment|2021-08-13|375.9|dollar
P_1497|payment|2021-12-09|326.66|dollar
P_1502|payment|2021-04-16|867.42|dollar
P_1504|payment|2021-03-30|92.99|dollar
P_1505|payment|2021-02-15|809.83|dollar
P_1506|payment|2021-11-30|611.16|dollar
P_1509|payment|2021-05-25|333.54|dollar
P_1511|payment|2021-01-15|816.93|dollar
P_1515|payment|2021-03-20|856.15|dollar
P_1516|payment|2021-06-24|513.08|dollar
P_1517|payment|2021-10-25|264.72|dollar
P_1520|payment|2022-04-20|951.12|dollar
P_1521|payment|2021-05-07|94.9|dollar
P_1522|payment|2022-04-24|505.04|dollar
P_1523|payment|2021-09-20|683.17|dollar
P_1524|payment|2021-02-10|194.21|dollar
P_1528|payment|2021-05-15|634.83|dollar
P_1530|payment|2021-09-19|606.29|dollar
P_1531|payment|2022-01-18|666.35|dollar
P_1537|payment|2022-02-05|565.31|dollar
P_1539|payment|2022-04-19|199.36|dollar
P_1541|payment|2021-07-31|889.84|dollar
P_1542|payment|2021-03-18|768.29|dollar
P_1543|payment|2021-08-11|529.75|dollar
P_1545|payment|2022-04-16|141.59|dollar
P_1546|payment|2021-12-16|764.92|dollar
P_1547|payment|2021-10-16|388.7|dollar
P_1549|payment|2021-06-14|513.61|dollar
P_1552|payment|2021-01-16|537.74|dollar
P_1554|payment|2021-10-04|551.79|dollar
P_1555|payment|2021-09-29|723.1|dollar
P_1558|payment|2021-03-08|152.99|dollar
P_1560|payment|2021-05-08|220.48|dollar
P_1561|payment|2021-04-14|874.31|dollar
P_1564|payment|2021-08-11|423.38|dollar
P_1565|payment|2021-11-10|721.36|dollar
P_1567|payment|2021-06-21|744.67|dollar
P_1568|payment|2022-03-03|723.33|dollar
P_1569|payment|2021-03-26|929.9|dollar
P_1570|payment|2021-05-10|404.78|dollar
P_1573|payment|2021-07-19|472.67|dollar
P_1574|payment|2021-12-16|741.38|dollar
P_1576|payment|2022-02-01|721.49|dollar
P_1578|payment|2022-01-08|509.19|dollar
P_1579|payment|2021-02-11|866.75|dollar
P_1580|payment|2022-01-29|839.26|dollar
P_1582|payment|2021-04-08|974.52|dollar
P_1588|payment|2021-02-04|839.31|dollar
P_1590|payment|2021-07-17|607.97|dollar
P_1591|payment|2021-11-08|434.23|dollar
P_1592|payment|2022-04-30|895.69|dollar
P_1593|payment|2021-08-27|985.36|dollar
P_1595|payment|2021-10-26|180.67|dollar
P_1599|payment|2021-04-15|954.7|dollar
P_1600|payment|2021-07-18|976.75|dollar
P_1607|payment|2021-09-15|175.35|dollar
P_1609|payment|2022-03-23|6.07|dollar
P_1610|payment|2021-08-27|704.87|dollar
P_1613|payment|2021-11-12|300.44|dollar
P_1614|payment|2021-11-11|829.14|dollar
P_1616|payment|2021-01-10|478.19|dollar
P_1618|payment|2022-03-23|458.78|dollar
P_1619|payment|2021-08-27|744.57|dollar
P_1622|payment|2021-08-09|506.49|dollar
P_1623|payment|2021-10-09|232.49|dollar
P_1624|payment|2022-01-27|231.96|dollar
P_1625|payment|2022-02-15|769.89|dollar
P_1626|payment|2021-07-07|304.75|dollar
P_1630|payment|2022-03-21|686.23|dollar
P_1632|payment|2021-10-29|785.4|dollar
P_1633|payment|2021-07-29|407.58|dollar
P_1635|payment|2021-03-27|530.72|dollar
P_1639|payment|2021-11-09|886.73|dollar
P_1640|payment|2021-09-03|26.63|dollar
P_1641|payment|2022-04-11|38.61|dollar
P_1642|payment|2021-03-06|163.64|dollar
P_1644|payment|2022-01-14|102.66|dollar
P_1645|payment|2021-02-09|742.9|dollar
P_1646|payment|2022-02-10|351.02|dollar
P_1647|payment|2021-12-29|303.9|dollar
P_1649|payment|2021-06-22|578.11|dollar
P_1650|payment|2022-04-19|163.08|dollar
P_1653|payment|2021-11-29|664.54|dollar
P_1655|payment|2022-04-24|807.18|dollar
P_1657|payment|2022-02-12|411.69|dollar
P_1666|payment|2021-12-23|63.58|dollar
P_1668|payment|2021-12-05|522.11|dollar
P_1669|payment|2022-02-26|597.36|dollar
P_1670|payment|2022-04-05|688.25|dollar
P_1672|payment|2021-11-21|159.88|dollar
P_1676|payment|2021-02-16|954.21|dollar
P_1677|payment|2021-12-04|907.79|dollar
P_1686|payment|2021-10-07|547.12|dollar
P_1687|payment|2021-06-04|439.14|dollar
P_1688|payment|2022-04-18|913.2|dollar
P_1690|payment|2022-01-06|825.91|dollar
P_1691|payment|2022-03-15|207.4|dollar
P_1693|payment|2022-04-14|122.52|dollar
P_1694|payment|2021-12-20|567.15|dollar
P_1695|payment|2021-01-20|3.65|dollar
P_1701|payment|2021-05-21|237.96|dollar
P_1703|payment|2021-11-23|687.29|dollar
P_1706|payment|2022-01-16|815.84|dollar
P_1707|payment|2021-02-04|600.28|dollar
P_1709|payment|2021-07-14|127.47|dollar
P_1710|payment|2021-05-14|717.64|dollar
P_1711|payment|2022-03-01|324.81|dollar
P_1712|payment|2021-11-03|669.31|dollar
P_1713|payment|2021-05-21|945.04|dollar
P_1715|payment|2021-05-12|992.29|dollar
P_1716|payment|2021-03-24|500.04|dollar
P_1717|payment|2022-01-03|452.33|dollar
P_1720|payment|2022-03-24|795.87|dollar
P_1721|payment|2021-09-21|780.75|dollar
P_1722|payment|2022-01-14|493.65|dollar
P_1723|payment|2021-02-01|134.48|dollar
P_1729|payment|2022-01-26|279.13|dollar
P_1734|payment|2021-08-24|682.86|dollar
P_1735|payment|2021-03-05|631.05|dollar
P_1738|payment|2021-01-07|880.74|dollar
P_1739|payment|2021-08-06|862.47|dollar
P_1741|payment|2021-04-24|924.68|dollar
P_1742|payment|2022-04-17|281.68|dollar
P_1745|payment|2021-10-01|408.31|dollar
P_1747|payment|2021-10-17|341.6|dollar
P_1750|payment|2021-08-12|927.9|dollar
P_1751|payment|2021-02-13|484.85|dollar
P_1752|payment|2021-06-23|916.92|dollar
P_1753|payment|2022-02-04|504.91|dollar
P_1754|payment|2021-09-25|663.18|dollar
P_1755|payment|2021-08-06|615.59|dollar
P_1759|payment|2021-03-21|631.76|dollar
P_1760|payment|2021-09-14|531.39|dollar
P_1762|payment|2021-08-10|613.19|dollar
P_1763|payment|2021-04-07|875.27|dollar
P_1765|payment|2022-04-22|438.03|dollar
P_1769|payment|2021-04-01|564.6|dollar
P_1770|payment|2021-08-08|154.79|dollar
P_1773|payment|2021-12-28|187.83|dollar
P_1776|payment|2022-03-29|82.88|dollar
P_1777|payment|2022-01-11|516.17|dollar
P_1778|payment|2021-08-09|395.28|dollar
P_1779|payment|2021-01-30|902.99|dollar
P_1782|payment|2021-09-09|902.55|dollar
P_1784|payment|2021-11-23|604.1|dollar
P_1787|payment|2021-05-29|51.04|dollar
P_1788|payment|2021-11-12|460.14|dollar
P_1789|payment|2021-05-07|529.2|dollar
P_1790|payment|2021-03-19|917.25|dollar
P_1793|payment|2021-11-22|176.53|dollar
P_1795|payment|2021-10-01|6.07|dollar
P_1796|payment|2021-04-26|409.37|dollar
P_1797|payment|2021-02-26|604.37|dollar
P_1799|payment|2022-03-15|57.74|dollar
P_1800|payment|2022-04-28|487.89|dollar
P_1801|payment|2021-05-20|365.48|dollar
P_1802|payment|2021-04-21|699.48|dollar
P_1803|payment|2021-02-07|72.18|dollar
P_1808|payment|2021-08-01|347.37|dollar
P_1811|payment|2021-02-02|279.33|dollar
P_1813|payment|2021-01-15|217.02|dollar
P_1819|payment|2021-02-06|304.8|dollar
P_1820|payment|2022-02-05|355.66|dollar
P_1821|payment|2021-03-29|796.4|dollar
P_1822|payment|2022-01-17|369.22|dollar
P_1824|payment|2021-05-31|623.01|dollar
P_1825|payment|2021-04-09|657.07|dollar
P_1831|payment|2022-02-02|845.48|dollar
P_1832|payment|2021-06-01|563.27|dollar
P_1835|payment|2021-01-04|451.33|dollar
P_1836|payment|2021-03-10|810.09|dollar
P_1838|payment|2021-12-15|949.11|dollar
P_1840|payment|2022-01-25|972.4|dollar
P_1843|payment|2021-05-22|661.18|dollar
P_1845|payment|2021-07-13|767.61|dollar
P_1846|payment|2021-09-15|868.82|dollar
P_1847|payment|2021-10-06|862.96|dollar
P_1848|payment|2021-08-20|825.15|dollar
P_1850|payment|2021-11-26|166.96|dollar
P_1851|payment|2022-04-28|981.37|dollar
P_1854|payment|2021-11-03|701.67|dollar
P_1856|payment|2022-04-19|628.44|dollar
P_1857|payment|2021-05-01|110.28|dollar
P_1859|payment|2021-06-26|944.15|dollar
P_1861|payment|2021-09-10|400.36|dollar
P_1862|payment|2021-05-20|466.05|dollar
P_1863|payment|2021-03-13|893.21|dollar
P_1866|payment|2021-12-18|223.32|dollar
P_1868|payment|2021-08-18|804.11|dollar
P_1869|payment|2022-04-02|287.53|dollar
P_1870|payment|2021-06-16|158.77|dollar
P_1872|payment|2021-02-03|126.86|dollar
P_1873|payment|2021-02-25|789.25|dollar
P_1874|payment|2021-01-18|168.62|dollar
P_1877|payment|2021-06-12|972.19|dollar
P_1878|payment|2022-04-07|438.07|dollar
P_1880|payment|2021-11-15|835.56|dollar
P_1881|payment|2021-02-17|926.04|dollar
P_1882|payment|2021-04-06|379.95|dollar
P_1883|payment|2021-07-17|149.76|dollar
P_1885|payment|2021-07-30|684.81|dollar
P_1886|payment|2021-11-28|282.44|dollar
P_1888|payment|2021-07-25|273.52|dollar
P_1890|payment|2021-02-01|108.33|dollar
P_1891|payment|2021-07-30|584.96|dollar
P_1892|payment|2021-12-20|753.96|dollar
P_1896|payment|2021-05-17|583.11|dollar
P_1897|payment|2022-03-13|321.04|dollar
P_1898|payment|2022-02-11|150.15|dollar
P_1899|payment|2021-08-15|61.72|dollar
P_1902|payment|2022-03-16|544.3|dollar
P_1905|payment|2021-11-12|3.76|dollar
P_1906|payment|2021-08-14|340.96|dollar
P_1907|payment|2022-03-09|917.13|dollar
P_1908|payment|2021-02-02|151.86|dollar
P_1909|payment|2021-08-05|206.12|dollar
P_1910|payment|2021-04-21|204.43|dollar
P_1912|payment|2021-02-26|677.56|dollar
P_1913|payment|2021-12-26|801.49|dollar
P_1914|payment|2021-10-12|351.36|dollar
P_1915|payment|2022-01-22|306.36|dollar
P_1916|payment|2021-10-20|203.26|dollar
P_1920|payment|2021-09-02|749.39|dollar
P_1921|payment|2021-08-13|885.8|dollar
P_1922|payment|2021-04-13|772.91|dollar
P_1924|payment|2021-07-29|14.1|dollar
P_1932|payment|2021-05-03|469.07|dollar
P_1934|payment|2021-03-21|539.17|dollar
P_1935|payment|2021-05-08|463.91|dollar
P_1936|payment|2021-09-12|59.97|dollar
P_1940|payment|2021-08-24|180.34|dollar
P_1941|payment|2021-07-08|892.05|dollar
P_1945|payment|2021-06-18|692.74|dollar
P_1947|payment|2021-12-20|798.1|dollar
P_1953|payment|2022-02-28|303.45|dollar
P_1954|payment|2022-01-29|253.41|dollar
P_1955|payment|2021-02-04|75.26|dollar
P_1962|payment|2022-01-11|227.89|dollar
P_1966|payment|2021-09-19|504.19|dollar
P_1967|payment|2021-02-03|68.67|dollar
P_1968|payment|2021-03-30|13.22|dollar
P_1969|payment|2021-01-09|334.2|dollar
P_1971|payment|2021-07-16|613.04|dollar
P_1972|payment|2021-07-20|841.83|dollar
P_1973|payment|2021-01-30|461.17|dollar
P_1974|payment|2022-03-19|639.74|dollar
P_1975|payment|2022-02-05|758.13|dollar
P_1976|payment|2022-03-25|892.0|dollar
P_1977|payment|2021-08-02|832.67|dollar
P_1979|payment|2021-04-05|165.18|dollar
P_1980|payment|2021-06-16|953.45|dollar
P_1982|payment|2022-03-01|385.57|dollar
P_1986|payment|2021-05-27|134.68|dollar
P_1987|payment|2022-04-12|490.34|dollar
P_1990|payment|2021-06-18|856.85|dollar
P_1991|payment|2022-04-28|173.73|dollar
P_1993|payment|2022-03-20|270.08|dollar
P_1994|payment|2022-03-18|346.08|dollar
P_2000|payment|2021-03-11|404.98|dollar
P_2001|payment|2021-09-07|383.0|dollar
P_2002|payment|2021-04-22|819.86|dollar
P_2003|payment|2022-01-13|953.42|dollar
P_2004|payment|2021-10-27|623.98|dollar
P_2007|payment|2022-04-04|239.76|dollar
P_2008|payment|2021-12-26|404.19|dollar
P_2014|payment|2022-02-19|544.29|dollar
P_2015|payment|2021-01-11|214.65|dollar
P_2016|payment|2022-03-05|455.09|dollar
P_2022|payment|2022-03-05|202.52|dollar
P_2025|payment|2022-01-20|300.44|dollar
P_2026|payment|2021-06-13|768.97|dollar
P_2027|payment|2021-01-29|951.41|dollar
P_2030|payment|2021-04-20|693.05|dollar
P_2031|payment|2022-02-18|597.96|dollar
P_2033|payment|2021-10-06|498.4|dollar
P_2036|payment|2022-01-01|902.17|dollar
P_2037|payment|2021-09-12|732.44|dollar
P_2039|payment|2021-12-20|987.23|dollar
P_2045|payment|2021-09-15|557.94|dollar
P_2047|payment|2021-07-23|532.99|dollar
P_2048|payment|2021-09-07|33.75|dollar
P_2049|payment|2021-09-08|380.35|dollar
P_2050|payment|2021-02-17|365.51|dollar
P_2053|payment|2021-02-26|860.53|dollar
P_2056|payment|2022-03-24|208.34|dollar
P_2058|payment|2022-02-18|427.91|dollar
P_2059|payment|2021-03-10|753.93|dollar
P_2060|payment|2022-02-05|616.24|dollar
P_2061|payment|2021-05-27|299.42|dollar
P_2062|payment|2021-04-10|164.67|dollar
P_2064|payment|2021-05-02|328.28|dollar
P_2065|payment|2022-03-30|401.09|dollar
P_2068|payment|2021-11-21|899.49|dollar
P_2069|payment|2021-07-31|730.87|dollar
P_2070|payment|2021-05-02|960.99|dollar
P_2072|payment|2021-08-16|443.05|dollar
P_2074|payment|2021-09-28|832.72|dollar
P_2075|payment|2021-04-19|658.81|dollar
P_2082|payment|2021-01-25|358.71|dollar
P_2083|payment|2021-10-19|115.33|dollar
P_2085|payment|2021-07-14|71.97|dollar
P_2087|payment|2021-01-16|351.18|dollar
P_2088|payment|2022-02-10|383.78|dollar
P_2089|payment|2021-12-02|789.57|dollar
P_2093|payment|2021-06-26|63.73|dollar
P_2094|payment|2021-05-31|505.62|dollar
P_2096|payment|2022-02-09|451.87|dollar
P_2102|payment|2021-03-29|102.83|dollar
P_2103|payment|2022-01-03|88.02|dollar
P_2105|payment|2021-11-09|997.59|dollar
P_2106|payment|2021-06-14|582.73|dollar
P_2108|payment|2021-07-04|178.86|dollar
P_2109|payment|2021-10-15|458.64|dollar
P_2110|payment|2021-05-04|923.9|dollar
P_2111|payment|2021-09-21|612.0|dollar
P_2112|payment|2021-11-29|244.49|dollar
P_2113|payment|2021-03-19|462.3|dollar
P_2115|payment|2021-09-12|611.99|dollar
P_2117|payment|2022-02-20|920.99|dollar
P_2118|payment|2021-06-01|37.37|dollar
P_2121|payment|2022-01-05|715.28|dollar
P_2124|payment|2021-09-01|565.54|dollar
P_2125|payment|2021-09-14|177.7|dollar
P_2126|payment|2021-04-12|169.74|dollar
P_2127|payment|2021-04-14|214.08|dollar
P_2128|payment|2021-03-29|888.25|dollar
P_2129|payment|2022-03-07|270.02|dollar
P_2130|payment|2022-02-22|220.96|dollar
P_2131|payment|2021-05-21|707.29|dollar
P_2132|payment|2022-02-20|511.03|dollar
P_2133|payment|2021-02-16|782.51|dollar
P_2138|payment|2021-09-19|303.5|dollar
P_2139|payment|2021-03-18|574.23|dollar
P_2140|payment|2022-02-14|718.45|dollar
P_2141|payment|2021-07-06|837.82|dollar
P_2142|payment|2021-08-02|301.97|dollar
P_2143|payment|2022-04-05|891.96|dollar
P_2144|payment|2022-01-08|39.55|dollar
P_2150|payment|2021-01-06|251.51|dollar
P_2152|payment|2022-03-24|378.45|dollar
P_2153|payment|2022-03-29|668.03|dollar
P_2154|payment|2021-10-29|296.13|dollar
P_2159|payment|2021-09-13|189.17|dollar
P_2161|payment|2022-02-16|669.01|dollar
P_2163|payment|2021-03-06|853.41|dollar
P_2165|payment|2021-06-16|620.08|dollar
P_2166|payment|2022-02-18|301.21|dollar
P_2170|payment|2021-03-20|288.75|dollar
P_2171|payment|2021-07-01|848.96|dollar
P_2172|payment|2021-07-08|333.03|dollar
P_2173|payment|2022-04-02|288.16|dollar
P_2174|payment|2021-05-27|842.94|dollar
P_2175|payment|2021-11-01|876.6|dollar
P_2176|payment|2021-05-21|223.69|dollar
P_2180|payment|2021-06-09|976.74|dollar
P_2181|payment|2021-01-07|751.2|dollar
P_2182|payment|2021-07-20|576.69|dollar
P_2184|payment|2022-02-13|110.87|dollar
P_2185|payment|2021-10-05|741.55|dollar
P_2186|payment|2022-04-13|565.33|dollar
P_2187|payment|2021-02-08|234.79|dollar
P_2193|payment|2021-07-21|275.87|dollar
P_2194|payment|2021-03-12|598.65|dollar
P_2195|payment|2021-01-18|283.79|dollar
P_2197|payment|2021-07-05|164.1|dollar
P_2200|payment|2021-05-13|786.13|dollar
P_2202|payment|2022-04-27|404.89|dollar
P_2203|payment|2021-03-21|773.75|dollar
P_2206|payment|2022-02-09|235.12|dollar
P_2213|payment|2021-07-19|439.21|dollar
P_2214|payment|2021-01-13|678.5|dollar
P_2217|payment|2021-04-02|560.36|dollar
P_2218|payment|2021-12-26|780.5|dollar
P_2220|payment|2021-08-13|761.95|dollar
P_2222|payment|2021-07-08|905.58|dollar
P_2223|payment|2021-07-27|12.66|dollar
P_2224|payment|2021-01-28|975.77|dollar
P_2225|payment|2021-05-16|159.97|dollar
P_2226|payment|2021-09-04|676.52|dollar
P_2229|payment|2022-01-17|983.28|dollar
P_2236|payment|2021-10-25|991.92|dollar
P_2240|payment|2021-06-04|160.27|dollar
P_2241|payment|2021-10-05|655.12|dollar
P_2242|payment|2022-03-23|476.79|dollar
P_2246|payment|2021-03-26|36.08|dollar
P_2247|payment|2021-10-09|545.26|dollar
P_2248|payment|2021-05-31|233.66|dollar
P_2250|payment|2021-08-16|713.08|dollar
P_2251|payment|2021-08-20|244.15|dollar
P_2254|payment|2021-07-04|133.39|dollar
P_2257|payment|2022-01-28|943.68|dollar
P_2258|payment|2021-08-07|780.36|dollar
P_2260|payment|2021-04-01|392.46|dollar
P_2263|payment|2021-08-14|722.69|dollar
P_2264|payment|2021-11-02|465.01|dollar
P_2266|payment|2021-06-14|221.96|dollar
P_2267|payment|2021-03-13|212.57|dollar
P_2268|payment|2021-10-27|763.74|dollar
P_2270|payment|2021-04-29|91.02|dollar
P_2272|payment|2021-10-05|123.86|dollar
P_2274|payment|2021-10-18|697.24|dollar
P_2275|payment|2021-02-27|235.13|dollar
P_2276|payment|2021-07-07|434.54|dollar
P_2277|payment|2021-04-07|133.37|dollar
P_2278|payment|2021-07-21|322.37|dollar
P_2282|payment|2021-02-19|200.07|dollar
P_2283|payment|2022-04-20|588.67|dollar
P_2285|payment|2021-11-14|78.35|dollar
P_2286|payment|2022-02-21|323.16|dollar
P_2287|payment|2021-09-16|981.99|dollar
P_2293|payment|2021-06-21|726.02|dollar
P_2294|payment|2021-09-22|897.98|dollar
P_2296|payment|2021-09-07|782.02|dollar
P_2298|payment|2021-10-20|216.17|dollar
P_2304|payment|2022-02-01|382.99|dollar
P_2306|payment|2021-08-16|748.32|dollar
P_2308|payment|2021-02-17|539.88|dollar
P_2311|payment|2022-02-28|519.89|dollar
P_2313|payment|2022-03-02|493.77|dollar
P_2314|payment|2021-05-19|658.64|dollar
P_2315|payment|2022-02-27|146.49|dollar
P_2319|payment|2022-03-04|509.58|dollar
P_2323|payment|2022-01-14|682.08|dollar
P_2324|payment|2022-02-24|411.83|dollar
P_2325|payment|2021-02-14|780.59|dollar
P_2326|payment|2021-08-24|58.98|dollar
P_2327|payment|2021-10-24|790.63|dollar
P_2330|payment|2021-05-20|567.87|dollar
P_2332|payment|2021-03-06|774.63|dollar
P_2333|payment|2021-06-23|995.21|dollar
P_2334|payment|2021-04-28|929.09|dollar
P_2336|payment|2021-09-11|282.09|dollar
P_2337|payment|2021-03-08|415.85|dollar
P_2340|payment|2021-06-03|307.91|dollar
P_2342|payment|2021-05-02|78.01|dollar
P_2344|payment|2021-12-06|342.85|dollar
P_2345|payment|2021-03-08|833.88|dollar
P_2349|payment|2021-05-27|859.15|dollar
P_2350|payment|2021-08-22|534.03|dollar
P_2352|payment|2021-05-02|348.63|dollar
P_2354|payment|2022-02-25|915.18|dollar
P_2355|payment|2021-07-20|765.45|dollar
P_2357|payment|2021-07-30|781.5|dollar
P_2359|payment|2021-08-02|401.01|dollar
P_2364|payment|2021-02-23|493.87|dollar
P_2366|payment|2021-03-12|546.32|dollar
P_2369|payment|2021-07-10|448.64|dollar
P_2370|payment|2021-08-07|112.73|dollar
P_2371|payment|2021-12-23|613.72|dollar
P_2372|payment|2021-02-23|310.63|dollar
P_2373|payment|2021-08-16|606.44|dollar
P_2374|payment|2021-02-07|361.02|dollar
P_2375|payment|2022-03-12|524.46|dollar
P_2376|payment|2021-04-06|190.8|dollar
P_2378|payment|2021-05-18|654.11|dollar
P_2379|payment|2022-03-22|501.83|dollar
P_2380|payment|2022-04-30|983.3|dollar
P_2381|payment|2021-03-15|559.52|dollar
P_2384|payment|2022-02-27|615.74|dollar
P_2385|payment|2021-08-05|546.73|dollar
P_2389|payment|2021-08-12|870.06|dollar
P_2393|payment|2021-07-22|778.75|dollar
P_2396|payment|2021-09-05|848.42|dollar
P_2397|payment|2021-04-02|529.17|dollar
P_2399|payment|2022-03-19|377.11|dollar
P_2401|payment|2021-07-11|45.88|dollar
P_2403|payment|2021-07-09|293.96|dollar
P_2405|payment|2021-07-28|143.25|dollar
P_2407|payment|2022-01-16|89.21|dollar
P_2409|payment|2021-02-20|666.88|dollar
P_2414|payment|2021-07-12|140.59|dollar
P_2416|payment|2022-04-27|818.32|dollar
P_2417|payment|2021-03-23|956.73|dollar
P_2418|payment|2021-08-04|14.08|dollar
P_2420|payment|2021-08-19|62.41|dollar
P_2423|payment|2021-03-30|162.3|dollar
P_2426|payment|2021-09-03|327.0|dollar
P_2432|payment|2021-07-08|13.61|dollar
P_2437|payment|2021-06-29|455.04|dollar
P_2439|payment|2021-07-23|800.13|dollar
P_2442|payment|2021-10-16|620.72|dollar
P_2446|payment|2021-02-24|353.66|dollar
P_2449|payment|2021-04-29|323.65|dollar
P_2451|payment|2021-02-27|376.85|dollar
P_2454|payment|2021-06-16|272.5|dollar
P_2455|payment|2021-07-03|248.18|dollar
P_2457|payment|2021-10-01|342.26|dollar
P_2458|payment|2021-11-25|264.94|dollar
P_2459|payment|2021-12-15|522.37|dollar
